,bidder_id,mean_bids_per_auction,unique_devices,unique_ips,unique_countries,auction_frequency,unique_url,unique_merchandise,median_time_diff,day_entropy,shared_ip,top_country_index,top_merchandise_index,outcome
15,2b5c4051f232c4848dbbb477c5ad7f389f4b6,1.0,1,1,1,1,1,1,88052631579,0.0,True,5.0,0.0,0.0
16,2fc0efdb6ff10d51e3a4d979ee52cf07p4068,4.880341880341881,157,430,41,117,50,1,17315789473,9.153844308392625,True,1.0,0.0,0.0
17,30788b28de22d28938ecd7ed6795a8b022qm7,1.0,1,1,1,1,1,1,88052631579,0.0,False,0.0,0.0,0.0
18,3144ea2711bef53de88d89d71acd16c5q0bzh,2.0121951219512195,71,138,9,82,76,1,44947368421,7.366322214245807,True,0.0,2.0,0.0
19,34914d163517a0cc4f0c971afb2352106vsvz,3.0,8,24,7,9,3,1,262813178845,4.6808134280893965,True,7.0,0.0,0.0
20,37ca0d0ded383d709676a4f9729ef39cpjfh4,1.0769230769230769,12,14,6,13,7,1,401578947368,3.8073549220576055,True,3.0,1.0,0.0
21,39802378690e7d0c61d294f5898852b96hsfh,1.0,1,1,1,1,1,1,88052631579,0.0,False,0.0,0.0,0.0
22,3d48fb12020c1a81a65fdba2d75caf0d6q2nc,2.6666666666666665,30,49,2,30,11,1,62105263158,6.321928094887356,True,2.0,1.0,0.0
23,42025aabb56a61f3bea90d27b283b517dyk4t,1.0,1,1,1,1,1,1,88052631579,0.0,False,1.0,4.0,0.0
24,424aed9d807cfe0b2167cfdaa4957fc0heell,2.0,3,8,1,5,3,1,36684210526,3.321928094887362,True,1.0,2.0,0.0
25,429b876aa7e2d6741ddf322685363ccchue2v,1.0,6,9,2,10,2,1,653052631579,3.321928094887362,True,1.0,3.0,0.0
26,437c191e614776c1535305f602ea9033sdfmf,1.5,2,3,2,2,2,1,807052631579,1.584962500721156,True,7.0,2.0,0.0
27,462df7ecf1d47980dea6a93d44fb408d4u2d5,3.9047619047619047,53,75,23,21,7,1,106631578947,6.357552004618087,True,21.0,2.0,0.0
28,4641b5a43c7a2496ef93af2ca590d2c94s20x,1.1142857142857143,26,34,9,35,2,1,104210526315,5.285402218862247,True,0.0,0.0,0.0
29,4679df74080bc22e29676bddc5bcbf51gsyds,1.8,3,16,2,10,2,1,22842105263,4.169925001442313,True,7.0,3.0,0.0
30,46f1d7df0a8ffcc10c3de0dad8979cabgr9ig,1.0,2,2,2,2,1,1,4194052631579,1.0,True,3.0,3.0,0.0
31,4aad6f0ffe775217e4ef8c91d69707545li52,1.0,2,4,2,4,2,1,2771923663261,2.0,True,7.0,3.0,0.0
32,4b9bf4cf1085e9d839e833e4b9d40f2a8ps14,1.0666666666666667,13,15,5,15,9,1,314421052631,4.0,True,0.0,2.0,0.0
33,4cf9c56df4594860df56285e9293a7f7evfix,2.9761904761904763,54,100,10,42,42,1,45421052632,6.965784284662099,True,0.0,2.0,0.0
34,50a4bfbac8a9653af4099ec1169f684c2nsgu,21.29326923076923,386,2705,38,208,1478,1,1894736842,12.093799375359167,True,0.0,1.0,0.0
35,50dd191676497345cc95d8b9f7284a7371z5s,1.0,1,1,1,1,1,1,88052631579,0.0,True,2.0,2.0,0.0
36,5686520af5a4215a239418fec906f88e4she5,1.0,8,8,5,8,7,1,243105263158,3.0,True,0.0,0.0,0.0
37,668d393e858e8126275433046bbd35c6tywop,33.64983164983165,1029,10316,154,594,4527,1,421052631,14.181834020871602,True,0.0,7.0,0.0
38,6a31ec9cbfe23a9398e80403859f0402cg4ql,1.25,5,5,3,4,2,1,2165578947368,2.321928094887362,True,9.0,0.0,0.0
39,6ed7b95dcea7b359248e9efce91cbb11lm7hf,9.434782608695652,126,316,25,46,272,1,22263157894,8.76155123244443,True,0.0,1.0,0.0
40,76c85d6bf559bc0323bbe1639d233e88nxy36,17.392857142857142,415,4079,50,364,2532,1,1578947369,12.605985033325776,True,0.0,1.0,0.0
41,76d4a0147a60d871867f00adf45cb792w9c6n,8.791390728476822,404,1648,78,302,141,1,3736842105,11.359614874503622,True,0.0,1.0,0.0
42,78e59e188d9780cb8988d574f692ed343s129,3.8333333333333335,17,69,2,24,4,1,74684210526,6.523561956057027,True,2.0,2.0,0.0
43,7bb58b7875a093cbe7c5d487a825b730mjcw8,11.4375,2,2,2,16,2,1,315789474,7.439197106043602,True,13.0,3.0,1.0
44,7ce3afe39ece9d672e9adcf3dcf2aa44a8r22,1.5,2,2,2,4,6,1,6578947369,2.584962500721156,True,37.0,3.0,0.0
45,7eb6a5ffc5e8471efad7cdc8927daf677qcf8,5.04054054054054,78,275,4,74,179,1,24449979050,8.54303182025527,True,2.0,0.0,0.0
46,7f807b2eb6c391d55e67bcdf7e1cbb3fhylw0,4.5359281437125745,305,1091,72,334,98,1,6578947369,10.563781946347385,True,0.0,0.0,0.0
47,8152c94b639be88e7076f0e32bd70e0eg004b,1.380952380952381,22,28,8,21,1,1,372339494635,4.857980995127571,True,6.0,2.0,0.0
48,8acae9b2e5454fbd92fd0b3d79fe89ad6w2wp,1.6666666666666667,3,3,2,3,1,1,9947368421,2.321928094887362,True,2.0,5.0,0.0
49,8bf07d8631a2808f2c869e27afad2d41swgkd,18.529761904761905,171,514,46,168,844,1,157894737,11.176085223790928,True,1.0,0.0,1.0
50,8c2bdb9dd878a811701838002627a056be0ce,18.675675675675677,255,1100,21,111,229,1,3473684210,11.010750903762148,True,1.0,2.0,0.0
51,8e1f8e5907b3cc256a2a57ae9ac81e063gbz4,3.0,3,3,3,1,3,1,2230789473684,1.584962500721156,True,3.0,0.0,0.0
52,8ec8add138ed551bd5a9175eae0cb972ie0pk,2.411764705882353,34,44,2,34,6,1,72473684211,6.357552004618087,True,2.0,2.0,0.0
53,936a335eab4643c3529968a4d9b0c380esi7q,1.2,21,23,9,25,13,1,376842105263,4.906890595608519,True,0.0,0.0,0.0
54,9d98d3f00a0c0bddf35470b0fb735fcdhiriy,9.0,77,163,40,67,337,1,5969063234,9.043642715946508,True,13.0,1.0,0.0
55,a22fdc066a738070c6e4860924d06657hengu,23.734848484848484,296,986,19,132,66,1,2473684210,11.596731543998136,True,1.0,1.0,0.0
56,a32cce991a2f597f6e5a02605119f99b1dyq1,2.5,10,10,5,4,4,1,705000000000,3.321928094887362,True,0.0,1.0,0.0
57,a6bf74b19fcb2687ce345930c4c16d4e2txda,3.9545454545454546,151,373,44,110,102,1,20789473684,8.76487159073605,True,0.0,0.0,0.0
58,a7c910e7c7796d979aa9a7a31d74a8eaqsapx,1.0,1,1,1,1,1,1,88052631579,0.0,True,1.0,1.0,0.0
59,abf6c2cd31be1630f5a7a1219935011c3rkqt,1.481818181818182,89,147,21,110,52,1,49548010602,7.348728154231104,True,0.0,0.0,0.0
60,ad590c59c30187b772258a059d532db42tf4d,1.0,1,1,1,1,1,1,88052631579,0.0,True,2.0,2.0,0.0
61,b1863365ae232a316eb946ba56a29415m0gdz,46.74561403508772,240,2982,29,114,845,1,315789474,12.25268938328322,True,11.0,3.0,1.0
62,b725a638efd8d51f66ae2f22ce1df678p9es7,1.0,1,1,1,1,1,1,88052631579,0.0,False,12.0,0.0,0.0
63,c435ac9dcda855341e667d440c2ef7c6nd3mg,2.027027027027027,81,160,29,111,73,1,29421052632,7.81378119121699,True,0.0,1.0,0.0
64,c5c8a28a166913512f5bffa6a49788c5b0uaa,4.0,3,4,3,1,3,1,3453368421052,2.0,True,12.0,0.0,0.0
65,c5dcc8a649adae76ce01a3fa85b68f237ny2r,2.0,21,29,3,22,4,1,254947368421,5.4594316186372955,True,1.0,0.0,0.0
66,c89d56c06803b8c6316a7c906604c64939yri,1.1304347826086956,15,19,8,23,10,1,88052631579,4.700439718141092,True,1.0,0.0,0.0
67,c8d3fc73c1a41bf92a5e4982eb6cf78du8gg5,1.2,10,12,3,10,7,1,876210526316,3.584962500721156,True,1.0,5.0,0.0
68,ca68a41b3a4062f154dc1ae8456cd792d6kp1,1.1666666666666667,13,18,6,18,6,1,586765768523,4.297079327540665,True,1.0,2.0,0.0
69,ca76df527977e5168e1b3352cfab2ed9htipb,1.0,4,4,2,6,4,1,27526315789,2.584962500721156,True,0.0,0.0,0.0
70,cab7ecf98fd0489389a3a8d3961defb3k66og,1.0,2,2,2,3,3,1,43368421053,1.584962500721156,True,10.0,4.0,0.0
71,caf32bc98f84a47829e76ffe104371f6kphvc,23.80235602094241,954,6040,121,764,4792,1,526315789,14.092883155769286,True,11.0,4.0,0.0
72,ce22684df495e376e32ac95d3ceb1164t37l2,1.0,1,1,1,1,1,1,88052631579,0.0,False,40.0,1.0,0.0
73,cf33d05860b7f7d9af73c6091190b81ektz1j,32.01724137931034,518,2876,122,174,497,1,1684210527,12.424334494031728,True,0.0,2.0,0.0
74,d2f0217aa734f025ec008d24d13eca10ntuhf,1.0,1,1,1,1,1,1,88052631579,0.0,True,8.0,0.0,0.0
75,d79919e5ba11f26bce5e70f0a4f859e3e4q9y,61.888888888888886,119,407,3,81,19,1,1578947369,12.265525943478789,True,1.0,0.0,0.0
76,dadbcec8b02ac75c5935f419b318ceca1wwjw,1.0,1,1,1,1,1,1,88052631579,0.0,True,7.0,0.0,0.0
77,dcac75b5ccc362a66e7f9112f033bdebchxq4,1.5555555555555556,12,13,2,9,6,1,790210526316,3.8073549220576055,True,0.0,0.0,0.0
78,e909515a6ae94a86027c717c4085954akbpt2,6.593939393939394,299,728,62,165,121,1,5263157895,10.048166069649083,True,0.0,1.0,0.0
79,ee2caa714a2175abb13eb6ef15196368cwc7c,1.125,4,4,4,8,4,1,1263157895,2.725480556997868,True,1.0,4.0,0.0
80,ee5afe7f268aaa88598545df890f4e5fzari6,1.5555555555555556,18,27,5,18,3,1,353000000000,4.807354922057602,True,0.0,2.0,0.0
81,eebfd257525e52b67969ae9d8760afff12j3d,4.285714285714286,21,26,15,7,14,1,542736842105,4.906890595608519,True,1.0,0.0,0.0
82,eeda0d135495167db9425fc5fa3a5e3ex2zel,1.0,1,1,1,1,1,1,88052631579,0.0,True,0.0,5.0,0.0
83,eef111bfb93c213c174947c69b2f2b38cr2pw,3.7555555555555555,58,91,9,45,36,1,37894736842,7.400879436282176,True,1.0,3.0,0.0
84,ef905e4d866c43dbc345751e7fabe5a568kjs,1.0,1,1,1,1,1,1,88052631579,0.0,True,56.0,2.0,0.0
85,f0fd9f1b3fc9ff10c2642b3bf81946e2rsq48,3.8666666666666667,23,40,4,15,18,1,161315789473,5.85798099512757,True,32.0,4.0,0.0
86,f29896e71c8077db28617a03c0f14e7570emg,2.2,7,10,5,5,6,1,536947368421,3.459431618637298,True,0.0,0.0,0.0
87,f63ed13362ce1c80970ba28a095c2bc5kfgmr,1.446808510638298,42,51,8,47,33,1,164210526316,6.087462841250345,True,1.0,1.0,0.0
88,fbacab353140582a4b8ae3412eefecbc753vs,2.9375,63,141,6,64,67,1,23947368421,7.554588851677659,True,0.0,2.0,0.0
89,01f498a0992d280de63ec346692efb2blckg2,1.0,1,1,1,1,1,1,88052631579,0.0,True,0.0,1.0,0.0
90,042780ee9a3730703e35340c575c3cbb7zjwk,1.3333333333333333,4,3,3,3,1,1,989315789473,2.0,True,58.0,2.0,0.0
91,08515611e73803dc6d8c562b8514dfb5qi3z9,4.367647058823529,125,210,27,68,47,1,20947368421,8.207585114066786,True,0.0,1.0,0.0
92,0853bead89b03dd38a04d84f4312da7dukglz,1.0,3,4,2,4,1,1,2631947368422,2.0,True,1.0,2.0,0.0
93,090c77ac89c7063f0d0ce064ce3cb3afllf5h,1.0,1,1,1,1,1,1,88052631579,0.0,True,9.0,0.0,0.0
94,098bfc9c440f9ba9e6371f774ec6a36fa0sq6,1.3333333333333333,4,4,2,3,4,1,1283526315789,2.0,True,1.0,4.0,0.0
95,0e5ec5baf2e15afdbf5212d8461e1ad9h3kr0,1.5333333333333334,32,41,16,30,23,1,138105263157,5.5235619560570095,True,3.0,0.0,0.0
96,197e90906939267ace2422e78e8e83889znqp,205.75543951261966,1246,109159,141,1149,48773,1,52631579,17.334734197650892,True,12.0,3.0,0.0
97,1dce9aaf9d6b9cba38f9c7489764fe30nlrq2,1.4,6,6,2,5,5,1,825684210527,2.8073549220576046,True,0.0,2.0,0.0
98,1dec9ee102b29905e2f59a52fb7429826e8b4,1.0,1,1,1,1,1,1,88052631579,0.0,False,0.0,0.0,0.0
99,1df1dab2eb718c3da3f9a0aa90b93651sxqzo,1.0,2,2,2,2,1,1,10307270389500,1.0,True,3.0,2.0,0.0
100,1e13eba969b6b953688c9e945544ac4741ilj,1.0,7,7,3,8,1,1,2216662515713,3.0,True,0.0,0.0,0.0
101,20d31f20169e8612fe13818891f88a83r66gm,1.0,1,1,1,1,1,1,88052631579,0.0,True,1.0,0.0,0.0
102,260568e07963ce8351f3313bd7b9b0e2vonva,1.0,1,1,1,1,1,1,88052631579,0.0,False,0.0,0.0,0.0
103,28aa6c505e308e49e586e25e1897ed2axjiy0,1.0769230769230769,9,12,4,13,8,1,790157894737,3.8073549220576055,True,0.0,0.0,0.0
104,292dedb5371b8e0ebbeea57f14b35713e2ie2,3.0,3,3,2,1,3,1,509842105264,1.584962500721156,True,1.0,0.0,0.0
105,29544507566320f1125d8e9f9a0ab3f2jswhk,7.3007518796992485,148,405,41,133,444,1,2000000000,9.90890935977554,True,1.0,1.0,0.0
106,2c581ec91825362ab66a7ffa05df5e70hl3h3,1.0,1,1,1,1,1,1,88052631579,0.0,True,21.0,4.0,0.0
107,2daa71f0d138b8c2d61583d3b98a25e1mjp9c,1.0,2,2,2,2,2,1,15672586178973,1.0,True,3.0,2.0,0.0
108,2e1eb5b56591662fd7ecd7b39621bbcfgd1ks,1.0,1,1,1,1,1,1,88052631579,0.0,True,0.0,2.0,0.0
109,30da67f34e3cc215b3bdad588410fab5655fx,1.0,1,1,1,1,1,1,88052631579,0.0,True,7.0,0.0,0.0
110,361397432ed35185b5a2789867a859ec42v14,1.3333333333333333,13,16,7,12,7,1,526157894737,4.0,True,0.0,1.0,0.0
111,3a5420301c0dacbc5675f6f09aac0143tuodl,30.249299719887954,697,6938,107,357,1845,1,1000000000,13.371755764513109,True,11.0,1.0,0.0
112,3e995d6f9dda5f29c02af4c9fcb94bac0csrw,4.515548281505728,417,1826,70,611,2085,1,3631578948,11.422680738091056,True,5.0,2.0,0.0
113,4731be79b5c7e894dabe5986e747b97bd6yxh,1.0,2,2,2,2,2,1,13497586178974,1.0,True,3.0,3.0,0.0
114,48044b1b1f47f168864bc7c4a58a65ecmt187,1.2666666666666666,14,15,3,15,6,1,53421052632,4.247927513443588,True,0.0,2.0,0.0
115,4985bdbf8710c33fd7c9d4771db7c690mcbyr,1.25,5,5,1,4,5,1,420842105263,2.321928094887362,True,0.0,0.0,0.0
116,59d96b423ea3ed56611686300b681f3defm4n,2.9583333333333335,52,64,18,24,5,1,146157894737,6.149747119504677,True,3.0,0.0,0.0
117,5e8bf58291656ddd5fd2f71825565446aiopv,24.02173913043478,445,1799,83,92,1764,1,3421052632,11.094446038893889,True,17.0,2.0,0.0
118,60edf674563f85b227898f6af0386476efy45,1.25,5,5,3,4,4,1,2340526315789,2.321928094887362,True,1.0,1.0,0.0
119,6a5457f1038c6e1cf9feb57529ce07b2sff4d,1.3333333333333333,4,5,2,6,2,1,268947368421,3.0,True,1.0,2.0,0.0
120,6d033ec559ea79a8ffb90d80e0b24e93j82av,4.4,121,234,31,60,31,1,29684210526,8.044394119358463,True,0.0,1.0,0.0
121,6e8cd4699eedf0075cf5662e1fff3a857bycf,1.4333333333333333,17,27,6,30,13,1,69136199923,5.426264754702098,True,1.0,1.0,0.0
122,6f6e3687f67272b103351641b678225abarzw,4.55,55,74,2,20,47,1,47526315789,6.48581661822068,True,16.0,5.0,0.0
123,75339aea3f29d7d9a8d67ed3fe1c89c3owsq5,78.93617021276596,906,10802,47,282,4898,1,368421053,14.332599467842803,True,15.0,2.0,0.0
124,762046a235e00ec6521ba71aaa1450c28ijkz,9.192307692307692,11,12,9,26,12,1,894736842,7.892498607143979,True,32.0,4.0,0.0
125,76ab7c99de4a3141bf617bf30bec9feep3zuy,1.0,1,2,2,2,2,1,1736842105263,1.0,False,3.0,5.0,0.0
126,77b342f0d8769898619a935e267eaad25rubb,1.25,8,9,5,8,1,1,1222000000000,3.321928094887362,True,3.0,0.0,0.0
127,84f06d2c69695fe24cd69f8a1aae21a7kozbn,2.4375,20,27,3,16,34,1,125736842105,5.285402218862247,True,0.0,1.0,0.0
128,86e50263881b0d382b55777185eb648aagh1g,7.604166666666667,187,549,31,96,320,1,10789473684,9.509012927739938,True,0.0,2.0,0.0
129,876b122982958678f14bb25d887dd79dun3qa,1.5,29,56,3,40,34,1,132210526316,5.873557262275184,True,2.0,0.0,0.0
130,89291354b0939c342be97fa58e018bd89fvcf,1.3529411764705883,25,34,9,34,20,1,123894736842,5.5235619560570095,True,1.0,8.0,0.0
131,898419c2d011d5a822e9ee07c387098ezpc12,1.5,3,3,2,2,1,1,1218894736842,1.584962500721156,True,20.0,0.0,0.0
132,8cb96eaadc11cf4f914bad84518632e7czdyl,21.92982456140351,204,1176,7,114,1418,1,3707915688,11.279712379548888,True,5.0,2.0,0.0
133,8df5d645ed4040b857c121a4459b7976n5u3b,1.0,1,1,1,1,1,1,88052631579,0.0,True,2.0,0.0,0.0
134,916aedb8fd708e100318969dfe57a4639hexd,2.764705882352941,34,43,10,17,11,1,218000000000,5.55458885167764,True,1.0,1.0,0.0
135,97f541ffdcbd1ee34610e3099c5df42acfvcd,176.55555555555554,238,225,2,9,484,1,2052631579,10.606213038046027,True,8.0,2.0,0.0
136,9fada390b6c53ecb47e6f4eb4353e14f01xu0,1.8888888888888888,51,82,7,54,20,1,98947368421,6.6724253419715,True,9.0,3.0,0.0
137,a0d080012ab98513e39234e4545e93be17tt5,1.0,2,2,1,2,2,1,3894631578947,1.0,True,2.0,0.0,0.0
138,a3d0a600cdb44f03d58f27b19247cd0d4az4k,1.0,3,3,3,3,3,1,736842105,1.584962500721156,True,3.0,1.0,0.0
139,a3ef8289a92196b07e2e7371bb111e3aom07k,1.0,2,4,3,4,1,1,3966421052632,2.0,True,2.0,2.0,0.0
140,a40808ec5bd9d0440585286f1658c3b1ag8dt,2.153225806451613,102,231,26,124,85,1,35550020950,8.060695931687519,True,0.0,0.0,0.0
141,a46046f129f3526547aca680877fd8c7e6tfc,3.0,2,3,1,1,2,1,20578947368,1.584962500721156,True,42.0,0.0,0.0
142,a6214d8bf07127661f322afa7c8dae91ypizm,1.0833333333333333,13,13,5,12,11,1,603631578947,3.7004397181410926,True,0.0,0.0,0.0
143,b416bf88dedd6ccdbc3a2146524500258qdzz,3.5,4,5,2,2,1,1,263000000000,2.8073549220576046,True,20.0,0.0,0.0
144,b5310019f2bbbd975c64dc11189191022k8tj,1.3783783783783783,27,44,3,37,29,1,85052631579,5.6724253419715005,True,0.0,0.0,0.0
145,bb4af76ec92ce75e8abe9a6a481d4314jyo16,1.0,1,1,1,1,1,1,88052631579,0.0,True,0.0,2.0,0.0
146,bd8bd6cae40abb19b81b6b6a7775f63e5tk1s,2.0,9,12,4,6,2,1,978421052631,3.584962500721156,True,0.0,0.0,0.0
147,bea63152ca4d99f549999ca57b93d015z9kyh,9.714285714285714,34,60,13,7,44,1,140157894737,6.087462841250345,True,10.0,1.0,0.0
148,bef84146ac1e2f21e928e06ede1404793bfnx,1.0,5,6,2,6,2,1,366421052631,2.584962500721156,True,1.0,5.0,0.0
149,c1624207d78346c3c58cd44f3d5472fcriae4,1.0909090909090908,8,10,5,11,9,1,688157894737,3.584962500721156,True,0.0,0.0,0.0
150,c36fad0b52a6be6ec32cc5530c0a2aednea6k,13.853288364249579,709,5364,92,593,295,1,1232221129,12.980581087772746,True,0.0,1.0,0.0
151,c6f07c222aa3a9d35b0e01f8959ffd21oownr,1.4,6,7,2,5,5,1,1562789473684,2.8073549220576046,True,0.0,3.0,0.0
152,c8b23d6565e11d874e221f41440ffd25mrucd,4.555555555555555,50,109,10,27,56,1,20052631579,6.942514505339227,True,0.0,2.0,0.0
153,cf18f6766fadce944ee74796489c23acmqhpe,6.0,5,5,1,1,4,1,1607000000000,2.584962500721156,True,5.0,3.0,0.0
154,d056594c1d7976b6ad4ba23e2b4cea19l2i0t,10.076487252124647,403,2355,74,353,207,1,2894736842,11.78688664225058,True,0.0,4.0,0.0
155,ddc6dc00f416ce10f23b57ebf758c2eeawzjw,1.5384615384615385,11,17,2,13,2,1,979736842105,4.321928094887363,True,1.0,4.0,0.0
156,dfd5c9157a0a771f235c32f30aedbf84e2552,2.459016393442623,69,133,18,61,8,1,38105263158,7.228818690495862,True,0.0,0.0,0.0
157,e90e4701234b13b7a233a86967436806wqqw4,25.178321678321677,772,12964,92,858,6200,2,473684210,14.329188714826818,True,0.0,2.0,0.0
158,ec96b5b27dc870c8f59ef11b7371b06eenaox,1.4411764705882353,54,78,16,68,35,1,69684210527,6.614709844115218,True,4.0,1.0,0.0
159,eea79e1bfc21ff1b9572213e540e1252s5iuy,1.2564102564102564,52,80,17,78,49,1,82894736842,6.614709844115218,True,0.0,0.0,0.0
160,f05dfdaa2f67b190f3a79a5a2d5daf9coikow,1.0,1,1,1,1,1,1,88052631579,0.0,True,28.0,0.0,0.0
161,f0ce8b973cb8d6eef9221fd3d6698fd4kl3g7,1.6,6,8,3,5,2,1,2480842105263,3.0,True,3.0,0.0,0.0
162,f75cc5ec8acf1ad2349e00ffc4b3191a531f3,2.4186046511627906,55,78,17,43,53,1,93947368421,6.7004397181411,True,1.0,0.0,0.0
163,f7e3635c9a532fb9a60d6eda6eb7c7de3uqs2,1.7317073170731707,33,8,2,41,22,1,91495379024,6.149747119504677,True,5.0,2.0,0.0
164,fb7c9b1dcc3b44dd69e42a84406117db4t4mn,1.5625,8,12,7,16,1,1,153789473684,4.643856189774723,True,4.0,2.0,0.0
165,ff12cd48c7de8ffb8b2099f262ce03980dqqz,1.0,4,4,1,4,2,1,216442747444,2.0,True,8.0,3.0,0.0
166,047558bebab9292a5d4c85d6ee768784j2hdd,96.17748917748918,650,12517,81,231,3259,1,495379023,14.384932146543479,True,0.0,1.0,0.0
167,069d020584a0e8c61e622321d4c43881j7pl3,1.0,4,4,1,4,4,1,361578947368,2.0,True,0.0,0.0,0.0
168,0825d381aa09d1d0c47c77c372f07acbe02ky,2.5076923076923077,84,126,20,65,18,1,43421052632,7.348728154231104,True,1.0,1.0,0.0
169,0d1815382b08885d76c671ab600133adeyp5e,16.574468085106382,416,2749,74,235,681,1,2052631579,11.905967362627358,True,0.0,1.0,0.0
170,0ef9be4eb3b6a03ac2945522964b242ap09cy,1.5526315789473684,37,50,6,38,38,1,141894736842,5.882643049361836,True,1.0,0.0,0.0
171,1680f758aecded6e25096b3a6199b38en6n73,1.25,5,9,3,8,2,1,1038000000000,3.321928094887362,True,2.0,3.0,0.0
172,1ac788675f70655e71a013892d701e901kj13,1.5555555555555556,8,9,3,9,9,1,60684210527,3.8073549220576055,True,0.0,1.0,0.0
173,1bb03cdb913f203f704caf8bf6840b6fbpigb,26.8,99,394,1,20,69,1,4157894737,9.051163817323467,True,11.0,2.0,0.0
174,1dfa6e724441ca3c913b3d40967c17b2p9xr7,2.857142857142857,40,68,8,28,46,1,102052631579,6.321928094887356,True,1.0,1.0,0.0
175,1e050a096927d5b34f4a85d3af28d30eybsaz,3.36,2,83,3,25,7,1,473684211,6.39231742277876,True,5.0,2.0,0.0
176,1e1c9332e90c1cb0f01da223bc043c528cvwo,1.0,2,2,1,2,1,1,17992849336868,1.0,False,0.0,0.0,0.0
177,1fcca45fdd3d1d3638821f41e032f170en3h7,1.2857142857142858,13,17,12,14,9,1,423842105264,4.169925001442313,True,7.0,0.0,0.0
178,213a7fb31eef8b38a23ad6b0bf2c7fd0dx3vk,1.0476190476190477,20,22,9,21,2,1,307315789473,4.459431618637295,True,0.0,0.0,0.0
179,233e09e861813cd087e8937f32a29bccs7b3l,1.1666666666666667,7,7,1,6,7,1,721631578948,2.8073549220576046,True,0.0,0.0,0.0
180,2b19566f190ff3b8a85884e03c64fb56ir8a8,1.0,1,1,1,1,1,1,88052631579,0.0,True,6.0,1.0,0.0
181,2c31770e98fc9fc7e0f1fee6207b5600c0e10,14.445454545454545,308,706,13,110,859,1,1000000000,10.59614381211777,True,8.0,3.0,0.0
182,2c72df02de4b36acf72ba549630808612ol08,1.75,4,4,3,4,4,1,2315789474,2.8073549220576046,True,0.0,3.0,0.0
183,2d38a6af2ce96c1446f900aa4756b8975y9k3,3.8853333333333335,499,1433,19,375,50,1,10863800077,10.508785162064344,True,21.0,0.0,0.0
184,2fe472c1be232dca314d4bdf0fa95165rjv69,9.706457925636007,449,3025,70,511,1280,1,1947368421,12.26281795366064,True,0.0,2.0,0.0
185,30c3c92cc9408f55cfa895ff8a505930a3yy1,5.0,4,10,2,2,1,1,520052631579,3.321928094887362,True,2.0,2.0,0.0
186,322addd5687d99bf69306148e12f87dc5jbsh,2.1666666666666665,14,23,2,18,9,1,132421052632,5.285402218862247,True,1.0,3.0,0.0
187,3893d2c62d59c232112efd332bc342dap8b4j,1.3076923076923077,11,13,3,13,4,1,137000000000,4.08746284125034,True,0.0,0.0,0.0
188,43c76d050c9d2509d85c9dc2b1a1dba4zb3qt,2.1025641025641026,72,132,12,78,121,1,43526315790,7.357552004618105,True,0.0,0.0,0.0
189,45e4c7fe66077b5b7b338f19f476f9d85jlk0,5.0,5,5,5,1,3,1,1485925673607,2.321928094887362,True,3.0,0.0,0.0
